name	system	score	length	NonEffector.prob	T1SE.prob	T2SE.prob	T3SE.prob	T4SE.prob	T6SE.prob	assembly	replicon	protein_id	location	annotation	locus_tag	gene
CP001048.1_prot_3115	III	0.6282	228	0.3331	0.0024	0.0116	0.6282	0.0043	0.0205	GCA_000020085	CP001048.1	ACC90114.1	3499422..3500108	DNA mismatch repair endonuclease mutH	YPTS_3159	
CP001048.1_prot_3168	VI	0.5301	93	0.0032	0.4491	0.0028	0.0137	0.0011	0.5301	GCA_000020085	CP001048.1	ACC90167.1	complement(3558920..3559201)	conserved hypothetical protein	YPTS_3212	
CP001048.1_prot_3187	III	0.7491	106	0.1973	0.0002	0.0002	0.7491	0.042	0.0113	GCA_000020085	CP001048.1	ACC90186.1	3584604..3584924	conserved hypothetical protein	YPTS_3231	
CP001048.1_prot_3195	VI	0.995	510	0.0018	0.0024	0.0003	0.0001	0.0005	0.995	GCA_000020085	CP001048.1	ACC90194.1	complement(3591336..3592868)	S-type Pyocin domain protein	YPTS_3239	
CP001048.1_prot_3207	III	0.8566	32	0.0767	0.0008	0.0001	0.8566	0.0652	0.0006	GCA_000020085	CP001048.1	ACC90206.1	3601754..3601852	hypothetical protein	YPTS_3251	
CP001048.1_prot_3212	III	0.9324	70	0.0027	0.0083	0.0009	0.9324	0.0017	0.0541	GCA_000020085	CP001048.1	ACC90211.1	3603901..3604113	conserved hypothetical phage-related protein	YPTS_3256	
CP001048.1_prot_3214	III	0.4961	114	0.0042	0.0623	0.0011	0.4961	0.3106	0.1257	GCA_000020085	CP001048.1	ACC90213.1	3604488..3604832	hypothetical protein	YPTS_3258	
CP001048.1_prot_3215	III	0.5704	67	0.1202	0.0003	0.0006	0.5704	0.3075	0.001	GCA_000020085	CP001048.1	ACC90214.1	complement(3604836..3605039)	hypothetical protein	YPTS_3259	
CP001048.1_prot_3224	VI	0.6135	265	0.3388	0.0053	0.0015	0.0405	0.0005	0.6135	GCA_000020085	CP001048.1	ACC90223.1	complement(3610637..3611434)	phage portal protein, PBSX family	YPTS_3268	
CP001048.1_prot_3227	III	0.4997	388	0.064	0.0407	0.0147	0.4997	0.0018	0.3791	GCA_000020085	CP001048.1	ACC90226.1	3614788..3615954	phage major capsid protein, P2 family	YPTS_3271	
CP001048.1_prot_3229	VI	0.6229	150	0.3073	0.0131	0.0034	0.0516	0.0017	0.6229	GCA_000020085	CP001048.1	ACC90228.1	3616832..3617284	head completion protein	YPTS_3273	
CP001048.1_prot_3230	VI	0.8868	168	0.032	0.0025	0.0017	0.072	0.0051	0.8868	GCA_000020085	CP001048.1	ACC90229.1	3617281..3617787	conserved hypothetical phage-related protein	YPTS_3274	
CP001048.1_prot_3231	VI	0.8534	233	0.1351	0.0005	0.0002	0.0076	0.0032	0.8534	GCA_000020085	CP001048.1	ACC90230.1	3617747..3618448	conserved hypothetical phage-related protein	YPTS_3275	
CP001048.1_prot_3232	III	0.746	388	0.0478	0.08	0.0252	0.746	0.0003	0.1007	GCA_000020085	CP001048.1	ACC90231.1	3618445..3619611	conserved hypothetical protein	YPTS_3276	
CP001048.1_prot_3233	VI	0.9974	151	0.0001	0.0006	0.0001	0.0014	0.0004	0.9974	GCA_000020085	CP001048.1	ACC90232.1	3619614..3620069	conserved hypothetical protein	YPTS_3277	
CP001048.1_prot_3235	VI	0.9899	113	0.0055	0.0031	0.0006	0.0001	0.0008	0.9899	GCA_000020085	CP001048.1	ACC90234.1	3620378..3620719	conserved hypothetical protein	YPTS_3279	
CP001048.1_prot_3240	III	0.9041	109	0.021	0.0131	0.002	0.9041	0.0012	0.0586	GCA_000020085	CP001048.1	ACC90239.1	3623682..3624011	conserved hypothetical protein	YPTS_3284	
CP001048.1_prot_3241	VI	0.553	394	0.3084	0.0457	0.0223	0.0689	0.0017	0.553	GCA_000020085	CP001048.1	ACC90240.1	3624008..3625192	putative bacteriophage protein	YPTS_3285	
CP001048.1_prot_3243	VI	0.6599	531	0.0592	0.1812	0.049	0.0498	0.0008	0.6599	GCA_000020085	CP001048.1	ACC90242.1	3625818..3627413	tail fiber repeat 2 protein	YPTS_3287	
CP001048.1_prot_3244	VI	0.4024	172	0.3145	0.0068	0.0025	0.2704	0.0034	0.4024	GCA_000020085	CP001048.1	ACC90243.1	3627413..3627931	tail assembly chaperone gp38	YPTS_3288	
CP001048.1_prot_3245	VI	0.5756	242	0.0138	0.0122	0.0002	0.3972	0.001	0.5756	GCA_000020085	CP001048.1	ACC90244.1	3627910..3628638	putative bacteriophage protein	YPTS_3289	
CP001048.1_prot_3246	VI	0.9928	184	0.0001	0.0005	0.0001	0.0064	0.0001	0.9928	GCA_000020085	CP001048.1	ACC90245.1	3628631..3629185	conserved hypothetical protein	YPTS_3290	
CP001048.1_prot_3247	VI	0.9978	573	0.0002	0.0007	0.0	0.0013	0.0	0.9978	GCA_000020085	CP001048.1	ACC90246.1	3629182..3630903	conserved hypothetical protein	YPTS_3291	
CP001048.1_prot_3290	III	0.6125	47	0.3103	0.0011	0.0002	0.6125	0.0624	0.0135	GCA_000020085	CP001048.1	ACC90289.1	complement(3681297..3681440)	hypothetical protein	YPTS_3334	
CP001048.1_prot_3325	VI	0.9801	197	0.0153	0.004	0.0002	0.0002	0.0002	0.9801	GCA_000020085	CP001048.1	ACC90324.1	complement(3723705..3724298)	conserved hypothetical protein	YPTS_3369	
CP001048.1_prot_3329	VI	0.9833	765	0.0028	0.0034	0.0051	0.0051	0.0004	0.9833	GCA_000020085	CP001048.1	ACC90328.1	complement(3726496..3728793)	Peptidase M23	YPTS_3373	
CP001048.1_prot_3330	VI	0.9745	143	0.0171	0.0075	0.0002	0.0002	0.0004	0.9745	GCA_000020085	CP001048.1	ACC90329.1	complement(3728809..3729240)	rhs element Vgr protein	YPTS_3374	
CP001048.1_prot_3331	III	0.4597	34	0.1831	0.0062	0.0002	0.4597	0.0033	0.3476	GCA_000020085	CP001048.1	ACC90330.1	complement(3729340..3729444)	rhs element Vgr protein	YPTS_3375	
CP001048.1_prot_3334	VI	0.9814	740	0.0041	0.0016	0.0031	0.0092	0.0007	0.9814	GCA_000020085	CP001048.1	ACC90333.1	complement(3731568..3733790)	Peptidase M23	YPTS_3378	
CP001048.1_prot_3335	VI	0.9887	782	0.0096	0.0013	0.0001	0.0003	0.0001	0.9887	GCA_000020085	CP001048.1	ACC90334.1	complement(3733805..3736153)	type VI secretion system Vgr family protein	YPTS_3379	
CP001048.1_prot_3337	VI	0.9981	163	0.0016	0.0002	0.0001	0.0	0.0001	0.9981	GCA_000020085	CP001048.1	ACC90336.1	complement(3739216..3739707)	type VI secretion system effector, Hcp1 family	YPTS_3381	
CP001048.1_prot_3340	III	0.6062	450	0.347	0.0007	0.0023	0.6062	0.0005	0.0433	GCA_000020085	CP001048.1	ACC90339.1	complement(3742130..3743482)	type VI secretion protein, VC_A0114 family	YPTS_3384	
CP001048.1_prot_3342	III	0.5341	166	0.3096	0.0011	0.001	0.5341	0.0194	0.1347	GCA_000020085	CP001048.1	ACC90341.1	complement(3745081..3745581)	type VI secretion protein, VC_A0107 family	YPTS_3386	
CP001048.1_prot_3346	VI	0.8365	109	0.1337	0.0087	0.0006	0.0125	0.008	0.8365	GCA_000020085	CP001048.1	ACC90345.1	complement(3747848..3748177)	lipoprotein	YPTS_3390	
CP001048.1_prot_3373	VI	0.998	1494	0.0008	0.0007	0.0001	0.0003	0.0002	0.998	GCA_000020085	CP001048.1	ACC90372.1	complement(3779765..3784249)	YD repeat protein	YPTS_3419	
CP001048.1_prot_3374	III	0.4185	439	0.2989	0.0013	0.0014	0.4185	0.2763	0.0036	GCA_000020085	CP001048.1	ACC90373.1	complement(3784263..3785582)	conserved hypothetical protein	YPTS_3420	
CP001048.1_prot_3375	VI	0.9974	741	0.0012	0.0012	0.0	0.0	0.0001	0.9974	GCA_000020085	CP001048.1	ACC90374.1	complement(3785608..3787833)	type VI secretion system Vgr family protein	YPTS_3421	
CP001048.1_prot_3394	III	0.9866	600	0.0009	0.0006	0.0005	0.9866	0.0078	0.0037	GCA_000020085	CP001048.1	ACC90393.1	3834291..3836093	putative antigenic leucine-rich repeat protein	YPTS_3440	
CP001048.1_prot_3395	I	0.4958	3710	0.0024	0.4958	0.4862	0.0011	0.0112	0.0032	GCA_000020085	CP001048.1	ACC90394.1	complement(3836199..3847331)	outer membrane autotransporter barrel domain protein	YPTS_3441	
CP001048.1_prot_3397	III	0.823	496	0.0002	0.0016	0.0027	0.823	0.1653	0.0072	GCA_000020085	CP001048.1	ACC90396.1	3849032..3850522	ShET2 enterotoxin domain protein	YPTS_3443	
CP001048.1_prot_3411	III	0.9633	365	0.024	0.0023	0.0034	0.9633	0.0065	0.0005	GCA_000020085	CP001048.1	ACC90410.1	complement(3866164..3867261)	flagellar hook-length control protein	YPTS_3457	
CP001048.1_prot_3419	III	0.9995	337	0.0001	0.0002	0.0001	0.9995	0.0	0.0	GCA_000020085	CP001048.1	ACC90418.1	complement(3874405..3875418)	conserved hypothetical protein	YPTS_3465	
CP001048.1_prot_3420	III	0.523	307	0.4026	0.0047	0.0033	0.523	0.0646	0.0018	GCA_000020085	CP001048.1	ACC90419.1	complement(3875430..3876353)	flagellar hook-associated protein 3	YPTS_3466	
CP001048.1_prot_3432	III	0.9977	88	0.0003	0.0013	0.0005	0.9977	0.0001	0.0001	GCA_000020085	CP001048.1	ACC90431.1	3885675..3885941	putative flagellar regulatory protein	YPTS_3478	
CP001048.1_prot_3439	III	0.5122	126	0.4796	0.0012	0.0007	0.5122	0.0058	0.0004	GCA_000020085	CP001048.1	ACC90438.1	complement(3891872..3892252)	flagellar hook-basal body complex protein FliE	YPTS_3485	
CP001048.1_prot_3519	VI	0.9977	551	0.0003	0.0008	0.0001	0.0011	0.0	0.9977	GCA_000020085	CP001048.1	ACC90518.1	complement(3975112..3976767)	conserved hypothetical protein	YPTS_3565	
CP001048.1_prot_3520	VI	0.9938	182	0.0003	0.0004	0.0001	0.0052	0.0002	0.9938	GCA_000020085	CP001048.1	ACC90519.1	complement(3976764..3977312)	conserved hypothetical protein	YPTS_3566	
CP001048.1_prot_3521	III	0.899	243	0.0034	0.0073	0.0004	0.899	0.0002	0.0896	GCA_000020085	CP001048.1	ACC90520.1	complement(3977278..3978009)	putative phage gene	YPTS_3567	
CP001048.1_prot_3523	VI	0.6361	543	0.046	0.2109	0.0432	0.0629	0.0009	0.6361	GCA_000020085	CP001048.1	ACC90522.1	complement(3978450..3980081)	tail fiber repeat 2 protein	YPTS_3569	
CP001048.1_prot_3525	VI	0.5595	394	0.242	0.0338	0.0283	0.1347	0.0016	0.5595	GCA_000020085	CP001048.1	ACC90524.1	complement(3980720..3981904)	putative phage gene	YPTS_3571	
CP001048.1_prot_3526	VI	0.5423	110	0.1027	0.0253	0.0054	0.3223	0.0021	0.5423	GCA_000020085	CP001048.1	ACC90525.1	complement(3981897..3982229)	putative phage gene	YPTS_3572	
CP001048.1_prot_3530	VI	0.9838	128	0.0076	0.0054	0.0011	0.0002	0.0019	0.9838	GCA_000020085	CP001048.1	ACC90529.1	complement(3985150..3985536)	conserved hypothetical protein	YPTS_3576	
CP001048.1_prot_3532	VI	0.9983	150	0.0001	0.0004	0.0001	0.001	0.0001	0.9983	GCA_000020085	CP001048.1	ACC90531.1	complement(3985788..3986240)	putative phage gene	YPTS_3578	
CP001048.1_prot_3533	VI	0.4612	379	0.1119	0.0838	0.0332	0.3093	0.0006	0.4612	GCA_000020085	CP001048.1	ACC90532.1	complement(3986237..3987376)	putative phage gene	YPTS_3579	
CP001048.1_prot_3535	VI	0.8283	162	0.0319	0.0025	0.0022	0.1326	0.0025	0.8283	GCA_000020085	CP001048.1	ACC90534.1	complement(3988077..3988565)	putative phage gene	YPTS_3581	
CP001048.1_prot_3536	VI	0.744	150	0.214	0.0129	0.0031	0.0255	0.0006	0.744	GCA_000020085	CP001048.1	ACC90535.1	complement(3988562..3989014)	head completion protein	YPTS_3582	
CP001048.1_prot_3538	VI	0.6931	343	0.192	0.021	0.0139	0.0793	0.0008	0.6931	GCA_000020085	CP001048.1	ACC90537.1	complement(3989819..3990850)	phage major capsid protein, P2 family	YPTS_3584	
CP001048.1_prot_3544	III	0.6961	79	0.1949	0.0009	0.0003	0.6961	0.0846	0.0232	GCA_000020085	CP001048.1	ACC90543.1	complement(3997429..3997668)	hypothetical protein	YPTS_3590	
CP001048.1_prot_3556	VI	0.9971	458	0.0009	0.0013	0.0001	0.0002	0.0003	0.9971	GCA_000020085	CP001048.1	ACC90555.1	complement(4004156..4005532)	HNH endonuclease	YPTS_3602	
CP001048.1_prot_3557	III	0.9575	76	0.0134	0.0036	0.0002	0.9575	0.0249	0.0004	GCA_000020085	CP001048.1	ACC90556.1	complement(4005665..4005895)	conserved hypothetical protein	YPTS_3603	
CP001048.1_prot_3586	I	0.5613	108	0.0184	0.5613	0.0151	0.0874	0.0012	0.3167	GCA_000020085	CP001048.1	ACC90585.1	complement(4037920..4038246)	conserved hypothetical protein	YPTS_3632	
CP001048.1_prot_3588	VI	0.9845	105	0.0015	0.0129	0.0003	0.0002	0.0007	0.9845	GCA_000020085	CP001048.1	ACC90587.1	complement(4038640..4038957)	conserved hypothetical protein	YPTS_3634	
CP001048.1_prot_3591	VI	0.6144	652	0.1065	0.2702	0.0034	0.0004	0.0051	0.6144	GCA_000020085	CP001048.1	ACC90590.1	complement(4039595..4041553)	adhesin/haemagluttinin repeat protein	YPTS_3637	
CP001048.1_prot_3593	I	0.4609	1077	0.0756	0.4609	0.0074	0.0019	0.0037	0.4504	GCA_000020085	CP001048.1	ACC90592.1	complement(4042146..4045379)	hypothetical protein	YPTS_3639	
CP001048.1_prot_3595	VI	0.4611	854	0.12	0.4047	0.006	0.002	0.0062	0.4611	GCA_000020085	CP001048.1	ACC90594.1	complement(4045794..4048358)	hypothetical protein	YPTS_3641	
CP001048.1_prot_3597	VI	0.9991	270	0.0002	0.0005	0.0	0.0	0.0002	0.9991	GCA_000020085	CP001048.1	ACC90596.1	complement(4049034..4049846)	conserved hypothetical protein	YPTS_3643	
CP001048.1_prot_3602	VI	0.5799	213	0.3234	0.0303	0.005	0.0429	0.0184	0.5799	GCA_000020085	CP001048.1	ACC90601.1	4063449..4064090	stress protein	YPTS_3648	
CP001048.1_prot_3630	III	0.6837	234	0.3047	0.0017	0.0033	0.6837	0.0038	0.0028	GCA_000020085	CP001048.1	ACC90629.1	4096146..4096850	Pirin domain protein	YPTS_3676	
CP001048.1_prot_3664	VI	0.438	181	0.4183	0.0043	0.1062	0.0023	0.0309	0.438	GCA_000020085	CP001048.1	ACC90663.1	4132288..4132833	lipopolysaccharide transport periplasmic protein LptA	YPTS_3710	
CP001048.1_prot_3691	III	0.6838	830	0.0557	0.0076	0.0087	0.6838	0.2136	0.0305	GCA_000020085	CP001048.1	ACC90690.1	4158179..4160671	virulence plasmid 28.1 kDa A protein	YPTS_3737	
CP001048.1_prot_3692	VI	0.9186	1192	0.0733	0.0016	0.0006	0.0025	0.0035	0.9186	GCA_000020085	CP001048.1	ACC90691.1	4160712..4164290	putative insecticidal toxin complex protein	YPTS_3738	
CP001048.1_prot_3693	VI	0.9359	1483	0.0332	0.0121	0.0108	0.0078	0.0001	0.9359	GCA_000020085	CP001048.1	ACC90692.1	4164347..4168798	virulence plasmid 65kDa B protein	YPTS_3739	
CP001048.1_prot_3695	VI	0.6095	133	0.3795	0.0019	0.0009	0.0034	0.0048	0.6095	GCA_000020085	CP001048.1	ACC90694.1	4169253..4169654	putative phage-related protein	YPTS_3741	
CP001048.1_prot_3698	VI	0.7186	952	0.2217	0.0151	0.0061	0.0154	0.0231	0.7186	GCA_000020085	CP001048.1	ACC90697.1	4170270..4173128	YD repeat protein	YPTS_3744	
CP001048.1_prot_3728	VI	0.7438	70	0.1717	0.0625	0.002	0.0149	0.0052	0.7438	GCA_000020085	CP001048.1	ACC90727.1	4206156..4206368	cold-shock DNA-binding domain protein	YPTS_3774	
CP001048.1_prot_3729	VI	0.7438	70	0.1717	0.0625	0.002	0.0149	0.0052	0.7438	GCA_000020085	CP001048.1	ACC90728.1	4206628..4206840	cold-shock DNA-binding domain protein	YPTS_3775	
CP001048.1_prot_3730	VI	0.6951	70	0.2261	0.0584	0.0016	0.0136	0.0052	0.6951	GCA_000020085	CP001048.1	ACC90729.1	4207100..4207312	cold-shock DNA-binding domain protein	YPTS_3776	
CP001048.1_prot_3759	VI	0.9942	1520	0.0036	0.0014	0.0002	0.0004	0.0003	0.9942	GCA_000020085	CP001048.1	ACC90758.1	complement(4237947..4242509)	YD repeat protein	YPTS_3805	
CP001048.1_prot_3761	VI	0.9957	732	0.0035	0.0006	0.0	0.0001	0.0	0.9957	GCA_000020085	CP001048.1	ACC90760.1	complement(4242979..4245177)	type VI secretion system Vgr family protein	YPTS_3807	
CP001048.1_prot_3766	III	0.8443	265	0.1356	0.0002	0.001	0.8443	0.0187	0.0003	GCA_000020085	CP001048.1	ACC90765.1	complement(4252279..4253076)	transcriptional regulator, Fis family	YPTS_3812	
CP001048.1_prot_3771	III	0.6638	438	0.2255	0.0016	0.007	0.6638	0.0031	0.099	GCA_000020085	CP001048.1	ACC90770.1	complement(4258348..4259664)	putative FHA domain containing protein	YPTS_3817	
CP001048.1_prot_3777	VI	0.9996	172	0.0001	0.0001	0.0001	0.0002	0.0	0.9996	GCA_000020085	CP001048.1	ACC90776.1	4265679..4266197	type VI secretion system effector, Hcp1 family	YPTS_3823	
CP001048.1_prot_3867	III	0.9683	78	0.0256	0.0008	0.0003	0.9683	0.002	0.003	GCA_000020085	CP001048.1	ACC90866.1	4351075..4351311	protein of unknown function UPF0270	YPTS_3917	
CP001048.1_prot_3915	III	0.9225	85	0.0645	0.0004	0.0013	0.9225	0.0104	0.0008	GCA_000020085	CP001048.1	ACC90914.1	4405911..4406168	Protein of unknown function DUF1920	YPTS_3965	
CP001048.1_prot_3939	III	0.4813	102	0.3108	0.0038	0.0028	0.4813	0.1767	0.0246	GCA_000020085	CP001048.1	ACC90938.1	complement(4449935..4450243)	conserved hypothetical protein	YPTS_3989	
CP001048.1_prot_3944	VI	0.8238	415	0.0142	0.0288	0.0053	0.1001	0.0278	0.8238	GCA_000020085	CP001048.1	ACC90943.1	complement(4454114..4455361)	conserved hypothetical protein	YPTS_3994	
CP001048.1_prot_3953	III	0.509	227	0.4466	0.0019	0.0046	0.509	0.0358	0.0021	GCA_000020085	CP001048.1	ACC90952.1	complement(4462969..4463652)	protein of unknown function DUF1498	YPTS_4003	
CP001048.1_prot_3961	III	0.8575	126	0.0097	0.0012	0.0004	0.8575	0.1296	0.0015	GCA_000020085	CP001048.1	ACC90960.1	complement(4474769..4475149)	hypothetical protein	YPTS_4011	
CP001048.1_prot_3978	I	0.9906	444	0.0004	0.9906	0.004	0.0026	0.0023	0.0002	GCA_000020085	CP001048.1	ACC90977.1	4494963..4496297	Peptidase M10 serralysin	YPTS_4028	
CP001048.1_prot_4032	III	0.9973	111	0.0002	0.001	0.0004	0.9973	0.0006	0.0005	GCA_000020085	CP001048.1	ACC91031.1	complement(4564959..4565294)	YagBYeeUYfjZ family protein	YPTS_4085	
CP001048.1_prot_4066	III	0.5489	433	0.2313	0.0185	0.0063	0.5489	0.0024	0.1927	GCA_000020085	CP001048.1	ACC91065.1	4603144..4604445	conserved hypothetical protein	YPTS_4119	
CP001048.1_prot_4141	VI	0.8885	206	0.0892	0.0093	0.0001	0.0001	0.0128	0.8885	GCA_000020085	CP001048.1	ACC91140.1	4688177..4688797	conserved hypothetical protein	YPTS_4197	
CP001048.1_prot_4142	VI	0.8303	93	0.1514	0.0052	0.0005	0.0017	0.0109	0.8303	GCA_000020085	CP001048.1	ACC91141.1	4688859..4689140	conserved hypothetical protein	YPTS_4198	
CP001049.1_prot_4151	III	0.9611	137	0.0317	0.0002	0.0005	0.9611	0.0054	0.0011	GCA_000020085	CP001049.1	ACC91150.1	452..865	type III secretion system chaperone, YscB family	YPTS_4207	
CP001049.1_prot_4155	III	0.766	87	0.2075	0.0016	0.0009	0.766	0.0087	0.0151	GCA_000020085	CP001049.1	ACC91154.1	4148..4411	type III secretion system needle protein	YPTS_4211	
CP001049.1_prot_4157	III	0.9994	165	0.0001	0.0001	0.0002	0.9994	0.0002	0.0	GCA_000020085	CP001049.1	ACC91156.1	4757..5254	type III secretion effector, YopR family	YPTS_4213	
CP001049.1_prot_4158	III	0.9657	115	0.0179	0.0006	0.0002	0.9657	0.0147	0.0008	GCA_000020085	CP001049.1	ACC91157.1	5255..5602	type III secretion apparatus protein, YscI/HrpB family	YPTS_4214	
CP001049.1_prot_4161	III	0.635	210	0.3593	0.0019	0.0009	0.635	0.002	0.001	GCA_000020085	CP001049.1	ACC91160.1	6951..7583	type III secretion apparatus protein, HrpE/YscL family	YPTS_4217	
CP001049.1_prot_4162	III	0.9999	115	0.0	0.0001	0.0001	0.9999	0.0	0.0	GCA_000020085	CP001049.1	ACC91161.1	7808..8155	Protein-tyrosine phosphatase YopH	YPTS_4218	
CP001049.1_prot_4165	III	0.9998	468	0.0	0.0	0.0	0.9998	0.0001	0.0	GCA_000020085	CP001049.1	ACC91164.1	complement(10231..11637)	Protein-tyrosine phosphatase YopH	YPTS_4221	
CP001049.1_prot_4167	III	0.9329	288	0.0001	0.0025	0.0011	0.9329	0.0593	0.0041	GCA_000020085	CP001049.1	ACC91166.1	complement(13140..14006)	peptidase C55	YPTS_4223	
CP001049.1_prot_4168	III	0.9787	732	0.0001	0.0001	0.0002	0.9787	0.0207	0.0002	GCA_000020085	CP001049.1	ACC91167.1	complement(14402..16600)	serine/threonine protein kinase	YPTS_4224	
CP001049.1_prot_4169	III	0.8911	149	0.018	0.0001	0.0005	0.8911	0.0898	0.0005	GCA_000020085	CP001049.1	ACC91168.1	complement(16608..17057)	conserved hypothetical protein	YPTS_4225	
CP001049.1_prot_4174	III	0.5885	288	0.3019	0.0015	0.0008	0.5885	0.1006	0.0067	GCA_000020085	CP001049.1	ACC91173.1	complement(19213..20079)	incFII family plasmid replication initiator RepA	YPTS_4230	
CP001049.1_prot_4175	III	0.8989	84	0.059	0.0022	0.003	0.8989	0.0332	0.0037	GCA_000020085	CP001049.1	ACC91174.1	complement(20388..20642)	RepB, repA2, CopB; putative replication transcriptional regulator	YPTS_4231	
CP001049.1_prot_4190	III	0.8096	141	0.0197	0.0003	0.0004	0.8096	0.1687	0.0013	GCA_000020085	CP001049.1	ACC91189.1	complement(31105..31530)	Tir chaperone family protein	YPTS_4246	
CP001049.1_prot_4195	III	0.957	130	0.0124	0.0001	0.0008	0.957	0.0293	0.0003	GCA_000020085	CP001049.1	ACC91194.1	complement(34090..34482)	Tir chaperone family protein	YPTS_4251	
CP001049.1_prot_4196	III	0.9999	194	0.0	0.0	0.0	0.9999	0.0	0.0	GCA_000020085	CP001049.1	ACC91195.1	34751..35335	virulence determinant YopE	YPTS_4252	
CP001049.1_prot_4198	III	0.4442	80	0.3946	0.0087	0.0011	0.4442	0.1459	0.0056	GCA_000020085	CP001049.1	ACC91197.1	complement(35767..36009)	putative addiction module antidote protein, CopG/Arc/MetJ family	YPTS_4254	
CP001049.1_prot_4200	III	0.5657	149	0.0083	0.0768	0.0071	0.5657	0.2896	0.0525	GCA_000020085	CP001049.1	ACC91199.1	36897..37346	glycoprotein 1b, alpha polypeptide	YPTS_4256	
CP001049.1_prot_4201	III	0.6293	321	0.1244	0.0015	0.0035	0.6293	0.2365	0.0048	GCA_000020085	CP001049.1	ACC91200.1	complement(37450..38415)	parB-like partition protein	YPTS_4257	
CP001049.1_prot_4208	III	0.7677	182	0.0138	0.0011	0.0005	0.7677	0.1646	0.0523	GCA_000020085	CP001049.1	ACC91207.1	complement(42819..43367)	yop targeting protein YopK, YopQ	YPTS_4264	
CP001049.1_prot_4209	III	0.9995	322	0.0	0.0002	0.0001	0.9995	0.0001	0.0	GCA_000020085	CP001049.1	ACC91208.1	43867..44835	cysteine protease domain protein, YopT-type	YPTS_4265	
CP001049.1_prot_4210	III	0.5945	130	0.3317	0.0005	0.004	0.5945	0.0682	0.0011	GCA_000020085	CP001049.1	ACC91209.1	44835..45227	Tir chaperone family protein	YPTS_4266	
CP001049.1_prot_4214	III	0.9869	529	0.0	0.0002	0.0001	0.9869	0.0127	0.0	GCA_000020085	CP001049.1	ACC91213.1	complement(47586..49175)	YopM; putative targeted effector protein	YPTS_4270	
CP001049.1_prot_4215	III	0.4132	71	0.108	0.2029	0.0269	0.4132	0.1752	0.0738	GCA_000020085	CP001049.1	ACC91214.1	complement(49563..49778)	conserved hypothetical protein	YPTS_4271	
CP001049.1_prot_4217	III	0.9996	306	0.0	0.0002	0.0001	0.9996	0.0001	0.0001	GCA_000020085	CP001049.1	ACC91216.1	complement(52228..53148)	YopD family protein	YPTS_4273	
CP001049.1_prot_4218	III	0.9998	401	0.0	0.0001	0.0001	0.9998	0.0	0.0	GCA_000020085	CP001049.1	ACC91217.1	complement(53167..54372)	secretion system effector C (SseC) family protein	YPTS_4274	
CP001049.1_prot_4220	III	0.9817	326	0.0071	0.0004	0.0007	0.9817	0.0093	0.0008	GCA_000020085	CP001049.1	ACC91219.1	complement(54869..55849)	low calcium response V antigen	YPTS_4276	
CP001049.1_prot_4222	III	0.8643	146	0.0914	0.0006	0.0004	0.8643	0.0417	0.0017	GCA_000020085	CP001049.1	ACC91221.1	complement(56180..56620)	type III secretion system regulator LcrR	YPTS_4278	
CP001049.1_prot_4225	III	0.9343	122	0.0373	0.0002	0.0001	0.9343	0.0277	0.0004	GCA_000020085	CP001049.1	ACC91224.1	complement(59059..59427)	type III secretion protein, YscX family	YPTS_4281	
CP001049.1_prot_4226	III	0.9944	123	0.0031	0.0	0.0001	0.9944	0.0022	0.0001	GCA_000020085	CP001049.1	ACC91225.1	complement(59424..59795)	type III secretion chaperone SycN	YPTS_4282	
CP001049.1_prot_4228	III	0.9996	293	0.0	0.0	0.0	0.9996	0.0003	0.0	GCA_000020085	CP001049.1	ACC91227.1	complement(60041..60922)	type III secretion regulator YopN/LcrE/InvE/MxiC	YPTS_4284	
CP001049.1_prot_4231	III	0.9308	455	0.0054	0.0005	0.0004	0.9308	0.0625	0.0005	GCA_000020085	CP001049.1	ACC91230.1	62900..64267	type III secretion system needle length determinant	YPTS_4287	
CP001049.1_prot_4232	III	0.9805	307	0.0184	0.0001	0.0006	0.9805	0.0003	0.0001	GCA_000020085	CP001049.1	ACC91231.1	64264..65187	type III secretion system apparatus protein YscQ/HrcQ	YPTS_4288	
CP001769.1_prot_0036	VI	0.6888	190	0.1564	0.0103	0.0172	0.0004	0.1268	0.6888	GCA_000024525	CP001769.1	ADB36110.1	43666..44238	conserved hypothetical protein	Slin_0036	
CP001769.1_prot_0134	VI	0.5026	320	0.3027	0.042	0.0226	0.1097	0.0205	0.5026	GCA_000024525	CP001769.1	ADB36208.1	167068..168030	transglutaminase domain protein	Slin_0138	
CP001769.1_prot_0159	VI	0.5439	54	0.0325	0.1456	0.0018	0.1131	0.1632	0.5439	GCA_000024525	CP001769.1	ADB36233.1	206289..206453	hypothetical protein	Slin_0168	
CP001769.1_prot_0169	I	0.8284	264	0.0037	0.8284	0.1417	0.0149	0.0008	0.0105	GCA_000024525	CP001769.1	ADB36243.1	complement(230904..231698)	hypothetical protein	Slin_0178	
CP001769.1_prot_0174	I	0.5742	1168	0.0622	0.5742	0.2814	0.0074	0.0468	0.028	GCA_000024525	CP001769.1	ADB36248.1	complement(240263..243769)	hypothetical protein	Slin_0183	
CP001769.1_prot_0176	I	0.966	813	0.0004	0.966	0.0199	0.0023	0.0007	0.0107	GCA_000024525	CP001769.1	ADB36250.1	complement(247666..250107)	Ig family protein	Slin_0185	
